Province	Electoral District Name/Nom de circonscription	Electoral District Number/Numéro de circonscription	Candidate/Candidat	Candidate Residence/Résidence du candidat	Candidate Occupation/Profession du candidat	Votes Obtained/Votes obtenus	Percentage of Votes Obtained /Pourcentage des votes obtenus	Majority/Majorité	Majority Percentage/Pourcentage de majorité
New Brunswick/Nouveau-Brunswick	Madawaska--Restigouche	13005	Daisy Petersen NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Dalhousie, N.B./ N.-B.	Licensed Practical Nurse/Infirmière auxiliaire autorisée	1251	3		
New Brunswick/Nouveau-Brunswick	Madawaska--Restigouche	13005	Nancy Mercier People's Party - PPC/Parti populaire - PPC	Shediac, N.B./ N.-B.	Retired/À la retraite	887	2.2		
New Brunswick/Nouveau-Brunswick	Miramichi--Grand Lake	13006	Mike Dawson Conservative/Conservateur	South Nelson, N.B./ N.-B.	Businessman/Homme d'affaires	18421	48.2	384	1
New Brunswick/Nouveau-Brunswick	Miramichi--Grand Lake	13006	Lisa Harris Liberal/Libéral	Miramichi, N.B./ N.-B.	Local Community Engagement Strategist/Stratège en engagement communautaire local	18037	47.1		
New Brunswick/Nouveau-Brunswick	Miramichi--Grand Lake	13006	Josh Floyd NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Saint John, N.B./ N.-B.	Administrative Assistant/Adjoint administratif	968	2.5		
New Brunswick/Nouveau-Brunswick	Miramichi--Grand Lake	13006	Matthew Ian Clark Green Party/Parti Vert	Moncton, N.B./ N.-B.	Administrative Assistant/Adjoint administratif	831	2.2		
New Brunswick/Nouveau-Brunswick	Moncton--Dieppe	13007	Ginette Petitpas Taylor ** Liberal/Libéral	Moncton, N.B./ N.-B.	Parliamentarian/Parlementaire	30215	63	15241	31.8
New Brunswick/Nouveau-Brunswick	Moncton--Dieppe	13007	Jocelyn Dionne Conservative/Conservateur	McQuade, N.B./ N.-B.	Consultant (Self-Employed)/Consultant indépendant	14974	31.2		
New Brunswick/Nouveau-Brunswick	Moncton--Dieppe	13007	Serge Landry NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Moncton, N.B./ N.-B.	Regional Representative for NB & PEI/Représentant régional pour le N.-B. et l'Î.-P.-É.	1775	3.7		
New Brunswick/Nouveau-Brunswick	Moncton--Dieppe	13007	Marshall Dunn Green Party/Parti Vert	Moncton, N.B./ N.-B.	Student/Étudiant	994	2.1		
New Brunswick/Nouveau-Brunswick	Saint John--Kennebecasis	13008	Wayne Long ** Liberal/Libéral	Saint John, N.B./ N.-B.	Parliamentarian/Parlementaire	26129	58.1	9342	20.8
New Brunswick/Nouveau-Brunswick	Saint John--Kennebecasis	13008	Melissa Young Conservative/Conservateur	Summerville, N.B./ N.-B.	Executive Officer/Directrice générale	16787	37.3		
New Brunswick/Nouveau-Brunswick	Saint John--Kennebecasis	13008	Armand Cormier NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Fredericton, N.B./ N.-B.	Software Developer/Développeur de logiciels 	1206	2.7		
New Brunswick/Nouveau-Brunswick	Saint John--Kennebecasis	13008	David MacFarquhar Green Party/Parti Vert	Quispamsis, N.B./ N.-B.	Data Scientist/Scientifique de données	737	1.6		
New Brunswick/Nouveau-Brunswick	Saint John--Kennebecasis	13008	Austin Venedam Libertarian/Libertarien	Rothesay, N.B./ N.-B.	Labourer/Manœuvre	108	0.2		
New Brunswick/Nouveau-Brunswick	Saint John--St. Croix	13009	John Williamson ** Conservative/Conservateur	Saint Andrews, N.B./ N.-B.	Parliamentarian/Parlementaire	26591	53.1	5807	11.6
New Brunswick/Nouveau-Brunswick	Saint John--St. Croix	13009	Karen Ludwig Liberal/Libéral	Saint Andrews, N.B./ N.-B.	Consultant/Consultante	20784	41.5		
New Brunswick/Nouveau-Brunswick	Saint John--St. Croix	13009	Andrew Hill NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Charters Settlement, N.B./ N.-B.	Retired Veteran/Ancien combattant à la retraite	1643	3.3		
New Brunswick/Nouveau-Brunswick	Saint John--St. Croix	13009	Gerald Irish Green Party/Parti Vert	Saint John, N.B./ N.-B.	Production Sales Manager/Directeur des ventes de production	794	1.6		
New Brunswick/Nouveau-Brunswick	Saint John--St. Croix	13009	Keith Tays Libertarian/Libertarien	St. George, N.B./ N.-B.	Construction Worker/Travailleur de la construction	280	0.6		
New Brunswick/Nouveau-Brunswick	Tobique--Mactaquac	13010	Richard Bragdon ** Conservative/Conservateur	Central York, N.B./ N.-B.	Parliamentarian/Parlementaire	23322	58.8	9096	22.9
New Brunswick/Nouveau-Brunswick	Tobique--Mactaquac	13010	Julian Moulton Liberal/Libéral	Tobique First Nation, N.B./ N.-B.	Band Councillor/Conseiller de bande	14226	35.9		
New Brunswick/Nouveau-Brunswick	Tobique--Mactaquac	13010	Michael John Winter NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Rothesay, N.B./ N.-B.	Student/Étudiant	812	2		
New Brunswick/Nouveau-Brunswick	Tobique--Mactaquac	13010	Liam MacDougall Green Party/Parti Vert	Fredericton, N.B./ N.-B.	Student/Étudiant	806	2		
New Brunswick/Nouveau-Brunswick	Tobique--Mactaquac	13010	Vern Brundle People's Party - PPC/Parti populaire - PPC	Temperance Vale, N.B./ N.-B.	Retired/À la retraite	501	1.3		
Quebec/Québec	Abitibi--Baie-James--Nunavik--Eeyou	24001	Mandy Gull-Masty Liberal/Libéral	Chibougamau, Que./ Qc	Unemployed/Sans emploi	12578	41.2	2197	7.2
Quebec/Québec	Abitibi--Baie-James--Nunavik--Eeyou	24001	Sylvie Bérubé ** Bloc Québécois/Bloc Québécois	Val-d'Or, Que./ Qc	Parliamentarian/Parlementaire	10381	34		
Quebec/Québec	Abitibi--Baie-James--Nunavik--Eeyou	24001	Steve Corriveau Conservative/Conservateur	Val-d'Or, Que./ Qc	Delivery Man/Livreur	6850	22.4		
Quebec/Québec	Abitibi--Baie-James--Nunavik--Eeyou	24001	Thai Dillon Higashihara NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Ottawa, Ont.	Digital Organizer/Organisateur numérique	752	2.5		
Quebec/Québec	Abitibi--Témiscamingue	24002	Sébastien Lemire ** Bloc Québécois/Bloc Québécois	Rouyn-Noranda, Que./ Qc	Public Relations Specialist/Spécialiste des relations publiques	24774	49.4	11223	22.4
Quebec/Québec	Abitibi--Témiscamingue	24002	Jonathan Andresen Liberal/Libéral	La Pêche, Que./ Qc	Vice President of Marketing/Vice-président du marketing	13551	27		
Quebec/Québec	Abitibi--Témiscamingue	24002	Steve Tardif Conservative/Conservateur	Amos, Que./ Qc	Mechanic/Mécanicien	9861	19.7		
Quebec/Québec	Abitibi--Témiscamingue	24002	Jérémie Juneau NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Amos, Que./ Qc	Operator/Opérateur	1480	3		
Quebec/Québec	Abitibi--Témiscamingue	24002	Vincent Palin-Bussières Parti Rhinocéros Party/Parti Rhinocéros Party	Saint-Dominique-du-Rosaire, Que./ Qc	Musician/Musicien	449	0.9		
Quebec/Québec	Ahuntsic-Cartierville	24003	Mélanie Joly ** Liberal/Libéral	Montréal, Que./ Qc	Parliamentarian/Parlementaire	30833	61	22295	44.1
Quebec/Québec	Ahuntsic-Cartierville	24003	Nabila Ben Youssef Bloc Québécois/Bloc Québécois	Montréal, Que./ Qc	Artist/Artiste	8538	16.9		
Quebec/Québec	Ahuntsic-Cartierville	24003	Margie Ramos Conservative/Conservateur	Montréal, Que./ Qc	Account Manager/Chargée de comptes	7600	15		
Quebec/Québec	Ahuntsic-Cartierville	24003	Idil Issa NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Outremont, Que./ Qc	Law Student/Étudiante en droit	3333	6.6		
Quebec/Québec	Ahuntsic-Cartierville	24003	Linda Sullivan Marxist-Leninist/Marxiste-Léniniste	Montréal, Que./ Qc	Administrative Assistant/Adjointe administrative	273	0.5		
Quebec/Québec	Alfred-Pellan	24004	Angelo Iacono ** Liberal/Libéral	Montréal, Que./ Qc	Parliamentarian/Parlementaire	32934	54.6	20263	33.6
Quebec/Québec	Alfred-Pellan	24004	Louis Ialenti Conservative/Conservateur	Montréal, Que./ Qc	Sales Manager/Directeur des ventes	12671	21		
Quebec/Québec	Alfred-Pellan	24004	Isabel Dion Bloc Québécois/Bloc Québécois	Laval, Que./ Qc	Social Worker/Travailleuse sociale	12259	20.3		
Quebec/Québec	Alfred-Pellan	24004	Jordan Larochelle NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Gatineau, Que./ Qc	Self-Employed/Travailleur indépendant	2044	3.4		
Quebec/Québec	Alfred-Pellan	24004	Ludovic Mbany People's Party - PPC/Parti populaire - PPC	Laval, Que./ Qc	Computer Scientist/Informaticien	423	0.7		
Quebec/Québec	Argenteuil--La Petite-Nation	24005	Stéphane Lauzon ** Liberal/Libéral	Plaisance, Que./ Qc	Parliamentarian/Parlementaire	28124	47.5	13427	22.7
Quebec/Québec	Argenteuil--La Petite-Nation	24005	Martin Charron Conservative/Conservateur	Brownsburg-Chatham, Que./ Qc	Self-Employed/Travailleur indépendant	14697	24.8		
Quebec/Québec	Argenteuil--La Petite-Nation	24005	Martin Héroux Bloc Québécois/Bloc Québécois	Sainte-Anne-des-Lacs, Que./ Qc	Comedian/Comédien	13520	22.8		
Quebec/Québec	Argenteuil--La Petite-Nation	24005	Michel Welt NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Montréal, Que./ Qc	Medical Doctor/Médecin	1499	2.5		
Quebec/Québec	Argenteuil--La Petite-Nation	24005	Bertha Fuchsman-Small Green Party/Parti Vert	Grenville-sur-la-Rouge, Que./ Qc	Retired/À la retraite	807	1.4		
Quebec/Québec	Argenteuil--La Petite-Nation	24005	Lindsey Therrien People's Party - PPC/Parti populaire - PPC	Bowman, Que./ Qc	Public Servant/Fonctionnaire	586	1		
Quebec/Québec	Beauce	24006	Jason Groleau Conservative/Conservateur	Saint-Georges, Que./ Qc	Entrepreneur/Entrepreneur	37604	59.7	25547	40.6
Quebec/Québec	Beauce	24006	Maryelle-Henriette Doumbia Liberal/Libéral	Québec, Que./ Qc	IT Analyst/Analyste informatique	12057	19.1		
Quebec/Québec	Beauce	24006	Gaétan Mathieu Bloc Québécois/Bloc Québécois	Saint-Benoît-Labre, Que./ Qc	Retired/À la retraite	8595	13.6		
Quebec/Québec	Beauce	24006	Maxime Bernier People's Party - PPC/Parti populaire - PPC	L'Île-des-Sœurs, Que./Qc	Political Party Leader/Chef de parti politique	3626	5.8		
Quebec/Québec	Beauce	24006	Annabelle Lafond-Poirier NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Sherbrooke, Que./ Qc	Medical Doctor/Médecin	1100	1.7		
Quebec/Québec	Beauharnois--Salaberry--Soulanges--Huntingdon	24007	Claude Debellefeuille ** Bloc Québécois/Bloc Québécois	Ormstown, Que./ Qc	Social Worker/Travailleuse sociale	30005	43.9	8066	11.8
Quebec/Québec	Beauharnois--Salaberry--Soulanges--Huntingdon	24007	Miguel Perras Liberal/Libéral	Saint-Stanislas-de-Kostka, Que./ Qc	Student/Étudiant	21939	32.1		
Quebec/Québec	Beauharnois--Salaberry--Soulanges--Huntingdon	24007	Priska St-Pierre Conservative/Conservateur	Saint-Stanislas-De-Kostka, Que./Qc	National Trainer - PSP/Formatrice Nationale - PSP	13230	19.4		
Quebec/Québec	Beauharnois--Salaberry--Soulanges--Huntingdon	24007	Tyler Jones NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Salaberry-de-Valleyfield, Que./ Qc	Courier Driver/Conducteur messageries	1663	2.4		
Quebec/Québec	Beauharnois--Salaberry--Soulanges--Huntingdon	24007	Kristian Solarik Green Party/Parti Vert	Les Coteaux, Que./ Qc	Sales Representative/Représentant commercial	802	1.2		
Quebec/Québec	Beauharnois--Salaberry--Soulanges--Huntingdon	24007	Martin Lévesque People's Party - PPC/Parti populaire - PPC	Salaberry-de-Valleyfield, Que./ Qc	Refrigeration Mechanic/Frigoriste	675	1		
Quebec/Québec	Beauport--Limoilou	24008	Steeve Lavoie Liberal/Libéral	Lévis, Que./ Qc	Manager/Gestionnaire	21858	35.6	3366	5.5
Quebec/Québec	Beauport--Limoilou	24008	Hugo Langlois Conservative/Conservateur	Québec, Que./ Qc	Host / Columnist/Animateur et chroniqueur	18492	30.1		
Quebec/Québec	Beauport--Limoilou	24008	Julie Vignola ** Bloc Québécois/Bloc Québécois	Québec, Que./ Qc	Teacher/Enseignante	17558	28.6		
Quebec/Québec	Beauport--Limoilou	24008	Raymond Côté NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Québec, Que./ Qc	Customer Support Agent/Agent de soutien à la clientèle	2095	3.4		
Quebec/Québec	Beauport--Limoilou	24008	Dalila Elhak Green Party/Parti Vert	Québec, Que./ Qc	Public Servant/Fonctionnaire	924	1.5		
Quebec/Québec	Beauport--Limoilou	24008	Andrée Massicotte People's Party - PPC/Parti populaire - PPC	Québec, Que./ Qc	Purchaser/Acheteuse	396	0.6		
Quebec/Québec	Beauport--Limoilou	24008	Claude Moreau Marxist-Leninist/Marxiste-Léniniste	Québec, Que./ Qc	Stationary Engine Mechanic/Mécanicien de machines fixes	95	0.2		
Quebec/Québec	Bécancour--Nicolet--Saurel--Alnôbak	24009	Louis Plamondon ** Bloc Québécois/Bloc Québécois	Sorel-Tracy, Que./ Qc	Parliamentarian/Parlementaire	25506	47	10693	19.7
Quebec/Québec	Bécancour--Nicolet--Saurel--Alnôbak	24009	Pierre Tousignant Liberal/Libéral	Sainte-Victoire-de-Sorel, Que./ Qc	Emergency Measures Consultant/Expert-conseil en mesures d'urgence	14813	27.3		
Quebec/Québec	Bécancour--Nicolet--Saurel--Alnôbak	24009	Michel Plourde Conservative/Conservateur	Danville, Que./ Qc	Certified Engineering Technologist/Technologue professionnel	11717	21.6		
Quebec/Québec	Bécancour--Nicolet--Saurel--Alnôbak	24009	Tommy Gagnon NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Bécancour, Que./ Qc	Automotive Chief Financial Officer/Directeur financier automobile	1112	2		
Quebec/Québec	Bécancour--Nicolet--Saurel--Alnôbak	24009	Yanick Lapierre Green Party/Parti Vert	Plessisville, Que./ Qc	General Manager/Directeur général	738	1.4		
Quebec/Québec	Bécancour--Nicolet--Saurel--Alnôbak	24009	Lara Stillo People's Party - PPC/Parti populaire - PPC	Sorel-Tracy, Que./ Qc	Residential Real Estate Broker/Courtière immobilière résidentielle	432	0.8		
Quebec/Québec	Bellechasse--Les Etchemins--Lévis	24010	Dominique Vien ** Conservative/Conservateur	Lévis, Que./ Qc	Parliamentarian/Parlementaire	32097	49.1	13455	20.6
Quebec/Québec	Bellechasse--Les Etchemins--Lévis	24010	Glenn O'Farrell Liberal/Libéral	Toronto, Ont.	Administrator/Administrateur	18642	28.5		
Quebec/Québec	Bellechasse--Les Etchemins--Lévis	24010	Gaby Breton Bloc Québécois/Bloc Québécois	La Durantaye, Que./ Qc	Humanitarian and Partnership Director/Directrice humanitaire et partenariat	12244	18.7		
Quebec/Québec	Bellechasse--Les Etchemins--Lévis	24010	Marie-Philippe Gagnon Gauthier NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Trois-Pistoles, Que./ Qc	Communications Advisor/Conseillère en communication	1621	2.5		
Quebec/Québec	Bellechasse--Les Etchemins--Lévis	24010	Mario Fréchette People's Party - PPC/Parti populaire - PPC	Lévis, Que./ Qc	Software Architecture Consultant/Conseiller en architecture logicielle	794	1.2		
Quebec/Québec	Beloeil--Chambly	24011	Yves-François Blanchet ** Bloc Québécois/Bloc Québécois	Pointe-des-Cascades, Que./ Qc	Anthropologist / Parliamentarian/Anthropologue et parlementaire	32844	48.3	9708	14.3
Quebec/Québec	Beloeil--Chambly	24011	Nicholas Malouin Liberal/Libéral	Montréal, Que./ Qc	Political Advisor/Conseiller politique	23136	34		
Quebec/Québec	Beloeil--Chambly	24011	Sylvain Goulet Conservative/Conservateur	Longueuil, Que./ Qc	Financial Security Advisor/Conseiller en sécurité financière	9199	13.5		
Quebec/Québec	Beloeil--Chambly	24011	Marie-Josée Béliveau NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Montréal, Que./ Qc	Ethnogeographer / Lecturer / Teacher/Ethnogéographe, conférenciere et enseignante	2391	3.5		
Quebec/Québec	Beloeil--Chambly	24011	Nicholas Manes People's Party - PPC/Parti populaire - PPC	Brossard, Que./ Qc	Manager/Gestionnaire	482	0.7		
Quebec/Québec	Berthier--Maskinongé	24012	Yves Perron ** Bloc Québécois/Bloc Québécois	Saint-Félix-de-Valois, Que./ Qc	Teacher / Parliamentarian/Enseignant et parlementaire	21676	35	6620	10.7
Quebec/Québec	Berthier--Maskinongé	24012	Stéphane Bilodeau Liberal/Libéral	Repentigny, Que./ Qc	Residential Real Estate Broker/Courtier immobilier résidentiel	15056	24.3		
Quebec/Québec	Berthier--Maskinongé	24012	Ruth Ellen Brosseau NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Yamachiche, Que./ Qc	Farmer/Agricultrice	13457	21.7		
Quebec/Québec	Berthier--Maskinongé	24012	Peter Saliba Conservative/Conservateur	Gatineau, Que./ Qc	Video Producer/Producteur vidéo	10641	17.2		
Quebec/Québec	Berthier--Maskinongé	24012	Elia Gomez-Gnali People's Party - PPC/Parti populaire - PPC	Trois-Rivières, Que./ Qc	Property and Casualty Insurance Broker/Courtière en assurances de dommages	575	0.9		
Quebec/Québec	Berthier--Maskinongé	24012	Daniel Simon Green Party/Parti Vert	Trois-Rivières, Que./ Qc	Chief Executive Officer/Président-directeur général	551	0.9		
Quebec/Québec	Bourassa	24013	Abdelhaq Sari Liberal/Libéral	Montréal, Que./ Qc	City Councillor/Conseiller municipal	21198	58.6	14992	41.4
Quebec/Québec	Bourassa	24013	Jency Mercier Bloc Québécois/Bloc Québécois	Verdun, Que./ Qc	Borough Inspector/Inspectrice d'arrondissement	6206	17.1		
Quebec/Québec	Bourassa	24013	Néhémie Dumay Conservative/Conservateur	Laval, Que./ Qc	Federal Immigration Officer/Fonctionnaire fédérale en immigration	5905	16.3		
Quebec/Québec	Bourassa	24013	Catherine Gauvin NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Montréal, Que./ Qc	Senior Nursing Advisor/Conseillère-cadre en soin infirmier	2137	5.9		
Quebec/Québec	Bourassa	24013	Jean-Marc Lamothe People's Party - PPC/Parti populaire - PPC	Laval, Que./ Qc	Real Estate Broker/Courtier immobilier	433	1.2		
Quebec/Québec	Bourassa	24013	Philippe Tessier No Affiliation/Aucune appartenance	Montréal, Que./ Qc	Conductor/Chef de train	183	0.5		
Quebec/Québec	Bourassa	24013	Dominique Théberge Marxist-Leninist/Marxiste-Léniniste	Montréal, Que./ Qc	Medical Technologist/Technologiste médicale	140	0.4		
Quebec/Québec	Brome--Missisquoi	24014	Louis Villeneuve Liberal/Libéral	Bromont, Que./ Qc	MAyor/Maire	34727	48.3	14545	20.2
Quebec/Québec	Brome--Missisquoi	24014	Jeff Boudreault Bloc Québécois/Bloc Québécois	Bromont, Que./ Qc	Comedian/Comédien	20182	28		
Quebec/Québec	Brome--Missisquoi	24014	Steve Charbonneau Conservative/Conservateur	Bolton-Ouest, Que./ Qc	Administrator/Administrateur	13743	19.1		
Quebec/Québec	Brome--Missisquoi	24014	Zoé Larose NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Montréal, Que./ Qc	Store Manager/Directrice de magasin	1600	2.2		
Quebec/Québec	Brome--Missisquoi	24014	Michelle Corcos Green Party/Parti Vert	Sherbrooke, Que./ Qc	Acupuncturist/Acupunctrice	1139	1.6		
Quebec/Québec	Brome--Missisquoi	24014	Jack McLeod People's Party - PPC/Parti populaire - PPC	Bromont, Que./ Qc	Programmer Analyst/Programmeur-analyste	561	0.8		
Quebec/Québec	Brossard--Saint-Lambert	24015	Alexandra Mendès ** Liberal/Libéral	Brossard, Que./ Qc	Parliamentarian/Parlementaire	36541	62.2	25465	43.4
Quebec/Québec	Brossard--Saint-Lambert	24015	William Huynh-Jan Conservative/Conservateur	Longueuil, Que./ Qc	Operations Manager/Gestionnaire des opérations	11076	18.9		
Quebec/Québec	Brossard--Saint-Lambert	24015	Soledad Orihuela-Bouchard Bloc Québécois/Bloc Québécois	Boucherville, Que./ Qc	Teacher/Enseignante	7837	13.3		
Quebec/Québec	Brossard--Saint-Lambert	24015	Zeinab Mistou Akkaoui NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Saint-Hubert, Que./ Qc	Volunteer/Bénévole	2049	3.5		
Quebec/Québec	Brossard--Saint-Lambert	24015	Gregory De Luca Green Party/Parti Vert	Brossard, Que./ Qc	Director of Continuing Education/Directeur de la formation continue	855	1.5		
Quebec/Québec	Brossard--Saint-Lambert	24015	Hector Huerta People's Party - PPC/Parti populaire - PPC	Brossard, Que./ Qc	Healthcare Administration Technician/Santé technicien en administration	381	0.6		
Quebec/Québec	Charlesbourg--Haute-Saint-Charles	24016	Pierre Paul-Hus ** Conservative/Conservateur	Québec, Que./ Qc	Parliamentarian/Parlementaire	27698	42.4	5101	7.8
Quebec/Québec	Charlesbourg--Haute-Saint-Charles	24016	Louis Bellemare Liberal/Libéral	Québec, Que./ Qc	Economist/Économiste	22597	34.6		
Quebec/Québec	Charlesbourg--Haute-Saint-Charles	24016	Bladimir Laborit Infante Bloc Québécois/Bloc Québécois	Québec, Que./ Qc	Travel Agent/Agent de voyage	12346	18.9		
Quebec/Québec	Charlesbourg--Haute-Saint-Charles	24016	Dominique Harrisson NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Québec, Que./ Qc	Student/Étudiant	1752	2.7		
Quebec/Québec	Charlesbourg--Haute-Saint-Charles	24016	Paul Cyr People's Party - PPC/Parti populaire - PPC	Québec, Que./ Qc	Self-Employed Renovation Contractor/Travailleur indépendant en rénovation	516	0.8		
